,Openness,Conscientiousness,Extraversion,Agreeableness,Neuroticism,_action_name
39867,1.0,1.0,-1.0,1.0,1.0,starts_conversation
39868,1.0,1.0,1.0,-1.0,-1.0,supports
39869,1.0,1.0,1.0,-1.0,1.0,yawns
39870,1.0,1.0,1.0,1.0,-1.0,shares
39871,1.0,1.0,1.0,1.0,1.0,changes_the_topic
39872,-1.0,-1.0,-1.0,-1.0,-1.0,jokes
39873,-1.0,-1.0,-1.0,-1.0,1.0,changes_the_topic
39874,-1.0,-1.0,-1.0,1.0,-1.0,yawns
39875,-1.0,-1.0,-1.0,1.0,1.0,shares
39876,-1.0,-1.0,1.0,-1.0,-1.0,yawns
39877,-1.0,-1.0,1.0,-1.0,1.0,shares
39878,-1.0,-1.0,1.0,1.0,-1.0,makes_smalltalk
39879,-1.0,-1.0,1.0,1.0,1.0,gives_controversial_opinion
39880,-1.0,1.0,-1.0,-1.0,-1.0,shows_interest
39881,-1.0,1.0,-1.0,-1.0,1.0,leaves_room
39882,-1.0,1.0,-1.0,1.0,-1.0,gives_an_insult
39883,-1.0,1.0,-1.0,1.0,1.0,jokes
39884,-1.0,1.0,1.0,-1.0,-1.0,makes_deeptalk
39885,-1.0,1.0,1.0,-1.0,1.0,leaves_room
39886,-1.0,1.0,1.0,1.0,-1.0,rants
39887,-1.0,1.0,1.0,1.0,1.0,changes_the_topic
39888,1.0,-1.0,-1.0,-1.0,-1.0,brags
39889,1.0,-1.0,-1.0,-1.0,1.0,shows_interest
39890,1.0,-1.0,-1.0,1.0,-1.0,shares
39891,1.0,-1.0,-1.0,1.0,1.0,gives_an_insult
39892,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
39893,1.0,-1.0,1.0,-1.0,1.0,shouts
39894,1.0,-1.0,1.0,1.0,-1.0,shares
39895,1.0,-1.0,1.0,1.0,1.0,laughs
39896,1.0,1.0,-1.0,-1.0,-1.0,shows_concern
39897,1.0,1.0,-1.0,-1.0,1.0,makes_smalltalk
39898,1.0,1.0,-1.0,1.0,-1.0,laughs
39899,1.0,1.0,-1.0,1.0,1.0,brags
39900,1.0,1.0,1.0,-1.0,-1.0,laughs
39901,1.0,1.0,1.0,-1.0,1.0,shows_interest
39902,1.0,1.0,1.0,1.0,-1.0,makes_smalltalk
39903,1.0,1.0,1.0,1.0,1.0,makes_deeptalk
39904,-1.0,-1.0,-1.0,-1.0,-1.0,makes_smalltalk
39905,-1.0,-1.0,-1.0,-1.0,1.0,brags
39906,-1.0,-1.0,-1.0,1.0,-1.0,gives_controversial_opinion
39907,-1.0,-1.0,-1.0,1.0,1.0,shouts
39908,-1.0,-1.0,1.0,-1.0,-1.0,jokes
39909,-1.0,-1.0,1.0,-1.0,1.0,brags
39910,-1.0,-1.0,1.0,1.0,-1.0,laughs
39911,-1.0,-1.0,1.0,1.0,1.0,shouts
39912,-1.0,1.0,-1.0,-1.0,-1.0,yawns
39913,-1.0,1.0,-1.0,-1.0,1.0,stands_in_corner
39914,-1.0,1.0,-1.0,1.0,-1.0,shows_interest
39915,-1.0,1.0,-1.0,1.0,1.0,shouts
39916,-1.0,1.0,1.0,-1.0,-1.0,shows_concern
39917,-1.0,1.0,1.0,-1.0,1.0,starts_conversation
39918,-1.0,1.0,1.0,1.0,-1.0,shouts
39919,-1.0,1.0,1.0,1.0,1.0,rants
39920,1.0,-1.0,-1.0,-1.0,-1.0,shouts
39921,1.0,-1.0,-1.0,-1.0,1.0,shows_interest
39922,1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
39923,1.0,-1.0,-1.0,1.0,1.0,shouts
39924,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
39925,1.0,-1.0,1.0,-1.0,1.0,gives_controversial_opinion
39926,1.0,-1.0,1.0,1.0,-1.0,brags
39927,1.0,-1.0,1.0,1.0,1.0,shares
39928,1.0,1.0,-1.0,-1.0,-1.0,gives_an_insult
39929,1.0,1.0,-1.0,-1.0,1.0,yawns
39930,1.0,1.0,-1.0,1.0,-1.0,yawns
39931,1.0,1.0,-1.0,1.0,1.0,shows_concern
39932,1.0,1.0,1.0,-1.0,-1.0,gives_an_insult
39933,1.0,1.0,1.0,-1.0,1.0,shows_concern
39934,1.0,1.0,1.0,1.0,-1.0,shouts
39935,1.0,1.0,1.0,1.0,1.0,rants
39936,-1.0,-1.0,-1.0,-1.0,-1.0,rants
39937,-1.0,-1.0,-1.0,-1.0,1.0,leaves_conversation
39938,-1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
39939,-1.0,-1.0,-1.0,1.0,1.0,laughs
39940,-1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
39941,-1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
39942,-1.0,-1.0,1.0,1.0,-1.0,gives_controversial_opinion
39943,-1.0,-1.0,1.0,1.0,1.0,shares
39944,-1.0,1.0,-1.0,-1.0,-1.0,jokes
39945,-1.0,1.0,-1.0,-1.0,1.0,gives_controversial_opinion
39946,-1.0,1.0,-1.0,1.0,-1.0,rants
39947,-1.0,1.0,-1.0,1.0,1.0,changes_the_topic
39948,-1.0,1.0,1.0,-1.0,-1.0,makes_deeptalk
39949,-1.0,1.0,1.0,-1.0,1.0,brags
39950,-1.0,1.0,1.0,1.0,-1.0,makes_smalltalk
39951,-1.0,1.0,1.0,1.0,1.0,yawns
39952,1.0,-1.0,-1.0,-1.0,-1.0,gives_controversial_opinion
39953,1.0,-1.0,-1.0,-1.0,1.0,brags
39954,1.0,-1.0,-1.0,1.0,-1.0,shares
39955,1.0,-1.0,-1.0,1.0,1.0,shouts
39956,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
39957,1.0,-1.0,1.0,-1.0,1.0,stands_in_corner
39958,1.0,-1.0,1.0,1.0,-1.0,leaves_conversation
39959,1.0,-1.0,1.0,1.0,1.0,brags
39960,1.0,1.0,-1.0,-1.0,-1.0,jokes
39961,1.0,1.0,-1.0,-1.0,1.0,makes_smalltalk
39962,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
39963,1.0,1.0,-1.0,1.0,1.0,brags
39964,1.0,1.0,1.0,-1.0,-1.0,shows_interest
39965,1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
39966,1.0,1.0,1.0,1.0,-1.0,makes_deeptalk
39967,1.0,1.0,1.0,1.0,1.0,rants
39968,-1.0,-1.0,-1.0,-1.0,-1.0,shares
39969,-1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
39970,-1.0,-1.0,-1.0,1.0,-1.0,shouts
39971,-1.0,-1.0,-1.0,1.0,1.0,gives_controversial_opinion
39972,-1.0,-1.0,1.0,-1.0,-1.0,makes_smalltalk
39973,-1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
39974,-1.0,-1.0,1.0,1.0,-1.0,gives_controversial_opinion
39975,-1.0,-1.0,1.0,1.0,1.0,laughs
39976,-1.0,1.0,-1.0,-1.0,-1.0,supports
39977,-1.0,1.0,-1.0,-1.0,1.0,gives_controversial_opinion
39978,-1.0,1.0,-1.0,1.0,-1.0,shows_interest
39979,-1.0,1.0,-1.0,1.0,1.0,jokes
39980,-1.0,1.0,1.0,-1.0,-1.0,makes_smalltalk
39981,-1.0,1.0,1.0,-1.0,1.0,makes_smalltalk
39982,-1.0,1.0,1.0,1.0,-1.0,makes_smalltalk
39983,-1.0,1.0,1.0,1.0,1.0,shouts
39984,1.0,-1.0,-1.0,-1.0,-1.0,shows_interest
39985,1.0,-1.0,-1.0,-1.0,1.0,supports
39986,1.0,-1.0,-1.0,1.0,-1.0,makes_smalltalk
39987,1.0,-1.0,-1.0,1.0,1.0,shows_interest
39988,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
39989,1.0,-1.0,1.0,-1.0,1.0,stands_in_corner
39990,1.0,-1.0,1.0,1.0,-1.0,stands_in_corner
39991,1.0,-1.0,1.0,1.0,1.0,makes_smalltalk
39992,1.0,1.0,-1.0,-1.0,-1.0,jokes
39993,1.0,1.0,-1.0,-1.0,1.0,supports
39994,1.0,1.0,-1.0,1.0,-1.0,brags
39995,1.0,1.0,-1.0,1.0,1.0,makes_deeptalk
39996,1.0,1.0,1.0,-1.0,-1.0,shows_interest
39997,1.0,1.0,1.0,-1.0,1.0,rants
39998,1.0,1.0,1.0,1.0,-1.0,makes_deeptalk
39999,1.0,1.0,1.0,1.0,1.0,shows_interest
40000,-1.0,-1.0,-1.0,-1.0,-1.0,leaves_room
40001,-1.0,-1.0,-1.0,-1.0,1.0,starts_conversation
40002,-1.0,-1.0,-1.0,1.0,-1.0,leaves_room
40003,-1.0,-1.0,-1.0,1.0,1.0,leaves_room
40004,-1.0,-1.0,1.0,-1.0,-1.0,leaves_room
40005,-1.0,-1.0,1.0,-1.0,1.0,starts_conversation
40006,-1.0,-1.0,1.0,1.0,-1.0,stands_in_corner
40007,-1.0,-1.0,1.0,1.0,1.0,starts_conversation
40008,-1.0,1.0,-1.0,-1.0,-1.0,leaves_room
40009,-1.0,1.0,-1.0,-1.0,1.0,starts_conversation
40010,-1.0,1.0,-1.0,1.0,-1.0,starts_conversation
40011,-1.0,1.0,-1.0,1.0,1.0,starts_conversation
40012,-1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
40013,-1.0,1.0,1.0,-1.0,1.0,leaves_room
40014,-1.0,1.0,1.0,1.0,-1.0,starts_conversation
40015,-1.0,1.0,1.0,1.0,1.0,stands_in_corner
40016,1.0,-1.0,-1.0,-1.0,-1.0,stands_in_corner
40017,1.0,-1.0,-1.0,-1.0,1.0,changes_the_topic
40018,1.0,-1.0,-1.0,1.0,-1.0,starts_conversation
40019,1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
40020,1.0,-1.0,1.0,-1.0,-1.0,leaves_room
40021,1.0,-1.0,1.0,-1.0,1.0,starts_conversation
40022,1.0,-1.0,1.0,1.0,-1.0,leaves_room
40023,1.0,-1.0,1.0,1.0,1.0,starts_conversation
40024,1.0,1.0,-1.0,-1.0,-1.0,supports
40025,1.0,1.0,-1.0,-1.0,1.0,starts_conversation
40026,1.0,1.0,-1.0,1.0,-1.0,starts_conversation
40027,1.0,1.0,-1.0,1.0,1.0,stands_in_corner
40028,1.0,1.0,1.0,-1.0,-1.0,brags
40029,1.0,1.0,1.0,-1.0,1.0,shouts
40030,1.0,1.0,1.0,1.0,-1.0,shouts
40031,1.0,1.0,1.0,1.0,1.0,leaves_conversation
40032,-1.0,-1.0,-1.0,-1.0,-1.0,leaves_room
40033,-1.0,-1.0,-1.0,-1.0,1.0,makes_smalltalk
40034,-1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
40035,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
40036,-1.0,-1.0,1.0,-1.0,-1.0,stands_in_corner
40037,-1.0,-1.0,1.0,-1.0,1.0,shares
40038,-1.0,-1.0,1.0,1.0,-1.0,makes_deeptalk
40039,-1.0,-1.0,1.0,1.0,1.0,shows_concern
40040,-1.0,1.0,-1.0,-1.0,-1.0,stands_in_corner
40041,-1.0,1.0,-1.0,-1.0,1.0,jokes
40042,-1.0,1.0,-1.0,1.0,-1.0,gives_controversial_opinion
40043,-1.0,1.0,-1.0,1.0,1.0,laughs
40044,-1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
40045,-1.0,1.0,1.0,-1.0,1.0,rants
40046,-1.0,1.0,1.0,1.0,-1.0,jokes
40047,-1.0,1.0,1.0,1.0,1.0,leaves_room
40048,1.0,-1.0,-1.0,-1.0,-1.0,starts_conversation
40049,1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
40050,1.0,-1.0,-1.0,1.0,-1.0,laughs
40051,1.0,-1.0,-1.0,1.0,1.0,brags
40052,1.0,-1.0,1.0,-1.0,-1.0,stands_in_corner
40053,1.0,-1.0,1.0,-1.0,1.0,shows_interest
40054,1.0,-1.0,1.0,1.0,-1.0,yawns
40055,1.0,-1.0,1.0,1.0,1.0,stands_in_corner
40056,1.0,1.0,-1.0,-1.0,-1.0,laughs
40057,1.0,1.0,-1.0,-1.0,1.0,laughs
40058,1.0,1.0,-1.0,1.0,-1.0,shouts
40059,1.0,1.0,-1.0,1.0,1.0,leaves_room
40060,1.0,1.0,1.0,-1.0,-1.0,shares
40061,1.0,1.0,1.0,-1.0,1.0,makes_smalltalk
40062,1.0,1.0,1.0,1.0,-1.0,changes_the_topic
40063,1.0,1.0,1.0,1.0,1.0,stands_in_corner
40064,-1.0,-1.0,-1.0,-1.0,-1.0,stands_in_corner
40065,-1.0,-1.0,-1.0,-1.0,1.0,rants
40066,-1.0,-1.0,-1.0,1.0,-1.0,starts_conversation
40067,-1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
40068,-1.0,-1.0,1.0,-1.0,-1.0,stands_in_corner
40069,-1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
40070,-1.0,-1.0,1.0,1.0,-1.0,shouts
40071,-1.0,-1.0,1.0,1.0,1.0,supports
40072,-1.0,1.0,-1.0,-1.0,-1.0,starts_conversation
40073,-1.0,1.0,-1.0,-1.0,1.0,brags
40074,-1.0,1.0,-1.0,1.0,-1.0,jokes
40075,-1.0,1.0,-1.0,1.0,1.0,leaves_conversation
40076,-1.0,1.0,1.0,-1.0,-1.0,stands_in_corner
40077,-1.0,1.0,1.0,-1.0,1.0,gives_controversial_opinion
40078,-1.0,1.0,1.0,1.0,-1.0,shares
40079,-1.0,1.0,1.0,1.0,1.0,leaves_room
40080,1.0,-1.0,-1.0,-1.0,-1.0,makes_smalltalk
40081,1.0,-1.0,-1.0,-1.0,1.0,jokes
40082,1.0,-1.0,-1.0,1.0,-1.0,makes_deeptalk
40083,1.0,-1.0,-1.0,1.0,1.0,leaves_conversation
40084,1.0,-1.0,1.0,-1.0,-1.0,leaves_room
40085,1.0,-1.0,1.0,-1.0,1.0,leaves_room
40086,1.0,-1.0,1.0,1.0,-1.0,shares
40087,1.0,-1.0,1.0,1.0,1.0,stands_in_corner
40088,1.0,1.0,-1.0,-1.0,-1.0,supports
40089,1.0,1.0,-1.0,-1.0,1.0,yawns
40090,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
40091,1.0,1.0,-1.0,1.0,1.0,shows_interest
40092,1.0,1.0,1.0,-1.0,-1.0,makes_smalltalk
40093,1.0,1.0,1.0,-1.0,1.0,jokes
40094,1.0,1.0,1.0,1.0,-1.0,shows_interest
40095,1.0,1.0,1.0,1.0,1.0,leaves_room
40096,-1.0,-1.0,-1.0,-1.0,-1.0,starts_conversation
40097,-1.0,-1.0,-1.0,-1.0,1.0,jokes
40098,-1.0,-1.0,-1.0,1.0,-1.0,changes_the_topic
40099,-1.0,-1.0,-1.0,1.0,1.0,starts_conversation
40100,-1.0,-1.0,1.0,-1.0,-1.0,stands_in_corner
40101,-1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
40102,-1.0,-1.0,1.0,1.0,-1.0,makes_smalltalk
40103,-1.0,-1.0,1.0,1.0,1.0,shows_concern
40104,-1.0,1.0,-1.0,-1.0,-1.0,gives_an_insult
40105,-1.0,1.0,-1.0,-1.0,1.0,gives_controversial_opinion
40106,-1.0,1.0,-1.0,1.0,-1.0,shows_interest
40107,-1.0,1.0,-1.0,1.0,1.0,starts_conversation
40108,-1.0,1.0,1.0,-1.0,-1.0,leaves_room
40109,-1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
40110,-1.0,1.0,1.0,1.0,-1.0,brags
40111,-1.0,1.0,1.0,1.0,1.0,supports
40112,1.0,-1.0,-1.0,-1.0,-1.0,gives_an_insult
40113,1.0,-1.0,-1.0,-1.0,1.0,jokes
40114,1.0,-1.0,-1.0,1.0,-1.0,shows_interest
40115,1.0,-1.0,-1.0,1.0,1.0,stands_in_corner
40116,1.0,-1.0,1.0,-1.0,-1.0,starts_conversation
40117,1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
40118,1.0,-1.0,1.0,1.0,-1.0,rants
40119,1.0,-1.0,1.0,1.0,1.0,shows_interest
40120,1.0,1.0,-1.0,-1.0,-1.0,laughs
40121,1.0,1.0,-1.0,-1.0,1.0,laughs
40122,1.0,1.0,-1.0,1.0,-1.0,shows_concern
40123,1.0,1.0,-1.0,1.0,1.0,brags
40124,1.0,1.0,1.0,-1.0,-1.0,leaves_conversation
40125,1.0,1.0,1.0,-1.0,1.0,supports
40126,1.0,1.0,1.0,1.0,-1.0,shows_interest
40127,1.0,1.0,1.0,1.0,1.0,starts_conversation
40128,-1.0,-1.0,-1.0,-1.0,-1.0,yawns
40129,-1.0,-1.0,-1.0,-1.0,1.0,shows_interest
40130,-1.0,-1.0,-1.0,1.0,-1.0,changes_the_topic
40131,-1.0,-1.0,-1.0,1.0,1.0,makes_smalltalk
40132,-1.0,-1.0,1.0,-1.0,-1.0,starts_conversation
40133,-1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
40134,-1.0,-1.0,1.0,1.0,-1.0,changes_the_topic
40135,-1.0,-1.0,1.0,1.0,1.0,makes_smalltalk
40136,-1.0,1.0,-1.0,-1.0,-1.0,jokes
40137,-1.0,1.0,-1.0,-1.0,1.0,starts_conversation
40138,-1.0,1.0,-1.0,1.0,-1.0,changes_the_topic
40139,-1.0,1.0,-1.0,1.0,1.0,shouts
40140,-1.0,1.0,1.0,-1.0,-1.0,changes_the_topic
40141,-1.0,1.0,1.0,-1.0,1.0,shares
40142,-1.0,1.0,1.0,1.0,-1.0,shares
40143,-1.0,1.0,1.0,1.0,1.0,supports
40144,1.0,-1.0,-1.0,-1.0,-1.0,shares
40145,1.0,-1.0,-1.0,-1.0,1.0,leaves_conversation
40146,1.0,-1.0,-1.0,1.0,-1.0,shares
40147,1.0,-1.0,-1.0,1.0,1.0,rants
40148,1.0,-1.0,1.0,-1.0,-1.0,changes_the_topic
40149,1.0,-1.0,1.0,-1.0,1.0,laughs
40150,1.0,-1.0,1.0,1.0,-1.0,changes_the_topic
40151,1.0,-1.0,1.0,1.0,1.0,shows_concern
40152,1.0,1.0,-1.0,-1.0,-1.0,shares
40153,1.0,1.0,-1.0,-1.0,1.0,gives_an_insult
40154,1.0,1.0,-1.0,1.0,-1.0,supports
40155,1.0,1.0,-1.0,1.0,1.0,shares
40156,1.0,1.0,1.0,-1.0,-1.0,shares
40157,1.0,1.0,1.0,-1.0,1.0,yawns
40158,1.0,1.0,1.0,1.0,-1.0,shows_interest
40159,1.0,1.0,1.0,1.0,1.0,shouts
40160,-1.0,-1.0,-1.0,-1.0,-1.0,makes_smalltalk
40161,-1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
40162,-1.0,-1.0,-1.0,1.0,-1.0,changes_the_topic
40163,-1.0,-1.0,-1.0,1.0,1.0,gives_an_insult
40164,-1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
40165,-1.0,-1.0,1.0,-1.0,1.0,jokes
40166,-1.0,-1.0,1.0,1.0,-1.0,gives_an_insult
40167,-1.0,-1.0,1.0,1.0,1.0,gives_an_insult
40168,-1.0,1.0,-1.0,-1.0,-1.0,makes_smalltalk
40169,-1.0,1.0,-1.0,-1.0,1.0,gives_controversial_opinion
40170,-1.0,1.0,-1.0,1.0,-1.0,stands_in_corner
40171,-1.0,1.0,-1.0,1.0,1.0,changes_the_topic
40172,-1.0,1.0,1.0,-1.0,-1.0,makes_deeptalk
40173,-1.0,1.0,1.0,-1.0,1.0,laughs
40174,-1.0,1.0,1.0,1.0,-1.0,rants
40175,-1.0,1.0,1.0,1.0,1.0,shows_interest
40176,1.0,-1.0,-1.0,-1.0,-1.0,yawns
40177,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
40178,1.0,-1.0,-1.0,1.0,-1.0,leaves_conversation
40179,1.0,-1.0,-1.0,1.0,1.0,changes_the_topic
40180,1.0,-1.0,1.0,-1.0,-1.0,rants
40181,1.0,-1.0,1.0,-1.0,1.0,gives_controversial_opinion
40182,1.0,-1.0,1.0,1.0,-1.0,makes_deeptalk
40183,1.0,-1.0,1.0,1.0,1.0,shouts
40184,1.0,1.0,-1.0,-1.0,-1.0,gives_controversial_opinion
40185,1.0,1.0,-1.0,-1.0,1.0,yawns
40186,1.0,1.0,-1.0,1.0,-1.0,brags
40187,1.0,1.0,-1.0,1.0,1.0,leaves_conversation
40188,1.0,1.0,1.0,-1.0,-1.0,changes_the_topic
40189,1.0,1.0,1.0,-1.0,1.0,jokes
40190,1.0,1.0,1.0,1.0,-1.0,gives_an_insult
40191,1.0,1.0,1.0,1.0,1.0,makes_smalltalk
40192,-1.0,-1.0,-1.0,-1.0,-1.0,jokes
40193,-1.0,-1.0,-1.0,-1.0,1.0,supports
40194,-1.0,-1.0,-1.0,1.0,-1.0,starts_conversation
40195,-1.0,-1.0,-1.0,1.0,1.0,supports
40196,-1.0,-1.0,1.0,-1.0,-1.0,gives_an_insult
40197,-1.0,-1.0,1.0,-1.0,1.0,shows_interest
40198,-1.0,-1.0,1.0,1.0,-1.0,shouts
40199,-1.0,-1.0,1.0,1.0,1.0,gives_controversial_opinion
40200,-1.0,1.0,-1.0,-1.0,-1.0,leaves_conversation
40201,-1.0,1.0,-1.0,-1.0,1.0,makes_smalltalk
40202,-1.0,1.0,-1.0,1.0,-1.0,starts_conversation
40203,-1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
40204,-1.0,1.0,1.0,-1.0,-1.0,shouts
40205,-1.0,1.0,1.0,-1.0,1.0,brags
40206,-1.0,1.0,1.0,1.0,-1.0,yawns
40207,-1.0,1.0,1.0,1.0,1.0,changes_the_topic
40208,1.0,-1.0,-1.0,-1.0,-1.0,shares
40209,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
40210,1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
40211,1.0,-1.0,-1.0,1.0,1.0,shares
40212,1.0,-1.0,1.0,-1.0,-1.0,yawns
40213,1.0,-1.0,1.0,-1.0,1.0,gives_an_insult
40214,1.0,-1.0,1.0,1.0,-1.0,jokes
40215,1.0,-1.0,1.0,1.0,1.0,jokes
40216,1.0,1.0,-1.0,-1.0,-1.0,rants
40217,1.0,1.0,-1.0,-1.0,1.0,shares
40218,1.0,1.0,-1.0,1.0,-1.0,yawns
40219,1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
40220,1.0,1.0,1.0,-1.0,-1.0,gives_an_insult
40221,1.0,1.0,1.0,-1.0,1.0,shows_interest
40222,1.0,1.0,1.0,1.0,-1.0,laughs
40223,1.0,1.0,1.0,1.0,1.0,gives_an_insult
40224,-1.0,-1.0,-1.0,-1.0,-1.0,shows_concern
40225,-1.0,-1.0,-1.0,-1.0,1.0,leaves_conversation
40226,-1.0,-1.0,-1.0,1.0,-1.0,shows_concern
40227,-1.0,-1.0,-1.0,1.0,1.0,shouts
40228,-1.0,-1.0,1.0,-1.0,-1.0,yawns
40229,-1.0,-1.0,1.0,-1.0,1.0,jokes
40230,-1.0,-1.0,1.0,1.0,-1.0,supports
40231,-1.0,-1.0,1.0,1.0,1.0,rants
40232,-1.0,1.0,-1.0,-1.0,-1.0,starts_conversation
40233,-1.0,1.0,-1.0,-1.0,1.0,brags
40234,-1.0,1.0,-1.0,1.0,-1.0,gives_controversial_opinion
40235,-1.0,1.0,-1.0,1.0,1.0,makes_smalltalk
40236,-1.0,1.0,1.0,-1.0,-1.0,gives_an_insult
40237,-1.0,1.0,1.0,-1.0,1.0,gives_controversial_opinion
40238,-1.0,1.0,1.0,1.0,-1.0,shows_interest
40239,-1.0,1.0,1.0,1.0,1.0,shouts
40240,1.0,-1.0,-1.0,-1.0,-1.0,changes_the_topic
40241,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
40242,1.0,-1.0,-1.0,1.0,-1.0,leaves_room
40243,1.0,-1.0,-1.0,1.0,1.0,laughs
40244,1.0,-1.0,1.0,-1.0,-1.0,makes_smalltalk
40245,1.0,-1.0,1.0,-1.0,1.0,laughs
40246,1.0,-1.0,1.0,1.0,-1.0,laughs
40247,1.0,-1.0,1.0,1.0,1.0,leaves_conversation
40248,1.0,1.0,-1.0,-1.0,-1.0,gives_controversial_opinion
40249,1.0,1.0,-1.0,-1.0,1.0,supports
40250,1.0,1.0,-1.0,1.0,-1.0,leaves_conversation
40251,1.0,1.0,-1.0,1.0,1.0,shows_interest
40252,1.0,1.0,1.0,-1.0,-1.0,changes_the_topic
40253,1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
40254,1.0,1.0,1.0,1.0,-1.0,starts_conversation
40255,1.0,1.0,1.0,1.0,1.0,makes_smalltalk
40256,-1.0,-1.0,-1.0,-1.0,-1.0,gives_an_insult
40257,-1.0,-1.0,-1.0,-1.0,1.0,gives_an_insult
40258,-1.0,-1.0,-1.0,1.0,-1.0,yawns
40259,-1.0,-1.0,-1.0,1.0,1.0,changes_the_topic
40260,-1.0,-1.0,1.0,-1.0,-1.0,shows_interest
40261,-1.0,-1.0,1.0,-1.0,1.0,laughs
40262,-1.0,-1.0,1.0,1.0,-1.0,starts_conversation
40263,-1.0,-1.0,1.0,1.0,1.0,makes_smalltalk
40264,-1.0,1.0,-1.0,-1.0,-1.0,supports
40265,-1.0,1.0,-1.0,-1.0,1.0,makes_deeptalk
40266,-1.0,1.0,-1.0,1.0,-1.0,changes_the_topic
40267,-1.0,1.0,-1.0,1.0,1.0,leaves_conversation
40268,-1.0,1.0,1.0,-1.0,-1.0,supports
40269,-1.0,1.0,1.0,-1.0,1.0,shows_concern
40270,-1.0,1.0,1.0,1.0,-1.0,gives_an_insult
40271,-1.0,1.0,1.0,1.0,1.0,shouts
40272,1.0,-1.0,-1.0,-1.0,-1.0,changes_the_topic
40273,1.0,-1.0,-1.0,-1.0,1.0,stands_in_corner
40274,1.0,-1.0,-1.0,1.0,-1.0,stands_in_corner
40275,1.0,-1.0,-1.0,1.0,1.0,changes_the_topic
40276,1.0,-1.0,1.0,-1.0,-1.0,gives_controversial_opinion
40277,1.0,-1.0,1.0,-1.0,1.0,makes_smalltalk
40278,1.0,-1.0,1.0,1.0,-1.0,shouts
40279,1.0,-1.0,1.0,1.0,1.0,starts_conversation
40280,1.0,1.0,-1.0,-1.0,-1.0,shares
40281,1.0,1.0,-1.0,-1.0,1.0,rants
40282,1.0,1.0,-1.0,1.0,-1.0,makes_deeptalk
40283,1.0,1.0,-1.0,1.0,1.0,rants
40284,1.0,1.0,1.0,-1.0,-1.0,shares
40285,1.0,1.0,1.0,-1.0,1.0,shows_concern
40286,1.0,1.0,1.0,1.0,-1.0,starts_conversation
40287,1.0,1.0,1.0,1.0,1.0,gives_an_insult
40288,-1.0,-1.0,-1.0,-1.0,-1.0,jokes
40289,-1.0,-1.0,-1.0,-1.0,1.0,laughs
40290,-1.0,-1.0,-1.0,1.0,-1.0,shares
40291,-1.0,-1.0,-1.0,1.0,1.0,gives_an_insult
40292,-1.0,-1.0,1.0,-1.0,-1.0,changes_the_topic
40293,-1.0,-1.0,1.0,-1.0,1.0,shows_interest
40294,-1.0,-1.0,1.0,1.0,-1.0,makes_deeptalk
40295,-1.0,-1.0,1.0,1.0,1.0,yawns
40296,-1.0,1.0,-1.0,-1.0,-1.0,makes_deeptalk
40297,-1.0,1.0,-1.0,-1.0,1.0,shares
40298,-1.0,1.0,-1.0,1.0,-1.0,laughs
40299,-1.0,1.0,-1.0,1.0,1.0,shows_concern
40300,-1.0,1.0,1.0,-1.0,-1.0,brags
40301,-1.0,1.0,1.0,-1.0,1.0,makes_deeptalk
40302,-1.0,1.0,1.0,1.0,-1.0,supports
40303,-1.0,1.0,1.0,1.0,1.0,shouts
40304,1.0,-1.0,-1.0,-1.0,-1.0,gives_controversial_opinion
40305,1.0,-1.0,-1.0,-1.0,1.0,leaves_room
